transaction_time,transaction_amount,avg_transaction_30d,transaction_frequency_10min,current_location,previous_location,account_balance,transaction_type,account_age_days,failed_login_attempts,login_hour,transactions_today,risk_score,fraud_label
01:14,141950.66,14586,6,Chandigarh,Karwar,185583.72,Withdrawal,752,7,1,17,100,Fraud
16:44,12152.48,14143,1,Raichur,Raichur,302835.51,Transfer,596,0,16,3,8,Normal
00:06,182701.04,8494,8,Manipal,Chitradurga,530088.86,Transfer,442,5,0,18,100,Fraud
03:51,746046.47,21510,5,Delhi,Noida,1656247.55,Transfer,1067,8,3,11,100,Fraud
14:03,17748.2,21258,1,Raichur,Raichur,350724.39,Transfer,590,0,14,5,8,Normal
20:04,2265.6,2035,2,Surat,Surat,32504.01,Deposit,994,0,20,3,0,Normal
19:31,19040.48,17247,1,Delhi,Delhi,151856.47,Deposit,1080,1,19,5,0,Normal
01:59,496452.71,21023,5,Ahmedabad,Lucknow,1170309.34,Transfer,900,5,1,16,100,Fraud
00:57,741207.93,22302,8,Patna,Lucknow,1158483.72,Transfer,781,6,0,21,100,Fraud
08:45,21611.2,18847,1,Belagavi,Belagavi,530055.67,Transfer,984,1,8,3,8,Normal
13:18,24305.73,20158,2,Hyderabad,Bagalkot,444036.94,Withdrawal,229,0,13,3,20,Normal
19:37,18186.86,19970,1,Chitradurga,Chitradurga,505178.17,Transfer,1020,0,19,4,8,Normal
13:19,18382.63,18177,1,Kochi,Kochi,246065.34,Deposit,781,0,13,5,0,Normal
03:22,193084.19,12698,6,Bengaluru,Jaipur,372056.5,Transfer,1041,8,3,12,100,Fraud
02:46,587700.1,15261,7,Belagavi,Bengaluru,852711.18,Transfer,806,7,2,20,100,Fraud
18:36,15943.34,17087,1,Hyderabad,Hyderabad,246986.17,Transfer,605,0,18,2,8,Normal
03:45,64098.93,4131,11,Kochi,Mumbai,159541.63,Transfer,621,5,3,19,100,Fraud
17:33,5261.31,5261,3,Gulbarga,Gulbarga,101048.14,Withdrawal,265,1,17,4,5,Normal
23:47,326330.89,13309,5,Shimoga,Kochi,552899.41,Transfer,894,4,23,17,95,Fraud
12:27,7229.14,11173,1,Bengaluru,Bengaluru,177057.0,Transfer,879,0,12,5,8,Normal
04:01,589401.24,19502,9,Belagavi,Bengaluru,1603008.62,Transfer,255,2,4,14,100,Fraud
13:37,13650.25,17515,2,Chandigarh,Chandigarh,429120.77,Transfer,644,0,13,3,8,Normal
00:08,206976.29,9429,11,Jaipur,Shimoga,448004.65,Transfer,107,4,0,21,100,Fraud
03:04,454444.26,14015,9,Chandigarh,Lucknow,1047297.66,Withdrawal,440,4,3,20,100,Fraud
07:12,8671.29,10026,3,Chennai,Chennai,288582.11,Transfer,1050,0,7,4,8,Normal
04:33,287574.62,13930,7,Belagavi,Kochi,640266.79,Transfer,989,4,4,13,100,Fraud
03:37,139888.94,11677,10,Shimoga,Bagalkot,312346.06,Transfer,626,2,3,20,100,Fraud
02:01,433984.18,18463,7,Chitradurga,Karwar,1251412.37,Transfer,829,2,2,17,100,Fraud
21:20,17225.02,23496,3,Bellary,Bellary,554100.23,Transfer,907,0,21,3,8,Normal
02:07,663593.01,21050,9,Chandigarh,Delhi,1714584.2,Transfer,633,3,2,22,100,Fraud
17:36,16246.37,21592,2,Bagalkot,Bagalkot,320299.52,Transfer,997,1,17,3,8,Normal
12:25,18386.64,19930,1,Kochi,Chandigarh,363692.5,Deposit,1045,0,12,2,15,Normal
17:19,17110.82,13474,1,Chandigarh,Chandigarh,187910.38,Deposit,1023,1,17,3,0,Normal
00:54,124649.51,12738,6,Lucknow,Kochi,305026.32,Transfer,1173,4,0,22,100,Fraud
11:28,18420.9,16844,1,Mysuru,Mysuru,226331.08,Transfer,102,0,11,4,8,Normal
10:27,12701.61,16072,3,Karwar,Karwar,379012.79,Transfer,680,0,10,5,8,Normal
02:44,270037.21,19741,11,Ahmedabad,Chandigarh,356886.29,Transfer,341,2,2,12,100,Fraud
22:38,11553.76,24102,3,Gulbarga,Gulbarga,354553.03,Transfer,707,0,22,1,8,Normal
07:39,15781.51,22313,3,Ahmedabad,Ahmedabad,524475.69,Deposit,976,1,7,5,0,Normal
04:36,132840.51,6186,8,Hubballi,Patna,242394.06,Withdrawal,1152,7,4,22,100,Fraud
09:59,17656.27,16335,3,Udupi,Udupi,488365.56,Deposit,1108,1,9,2,0,Normal
20:43,15580.21,18448,2,Ahmedabad,Ahmedabad,519840.6,Deposit,800,1,20,4,0,Normal
01:26,105246.52,7779,6,Lucknow,Chennai,103748.56,Withdrawal,806,7,1,12,100,Fraud
01:06,436660.22,15391,8,Manipal,Surat,1227463.7,Transfer,68,2,1,15,100,Fraud
01:16,487898.75,16417,6,Lucknow,Mysuru,1222490.73,Transfer,671,5,1,24,100,Fraud
14:47,17028.23,14559,3,Hassan,Hassan,267773.19,Transfer,717,0,14,3,8,Normal
22:27,9774.16,9764,1,Patna,Patna,122084.18,Transfer,368,0,22,4,8,Normal
00:01,352264.48,22268,7,Jaipur,Pune,509457.2,Transfer,1142,8,0,23,100,Fraud
00:13,691149.53,20487,11,Belagavi,Mysuru,1182424.98,Transfer,707,5,0,21,100,Fraud
00:42,175501.51,9010,9,Shimoga,Delhi,214172.68,Transfer,240,7,0,20,100,Fraud
23:33,628027.92,23135,7,Udupi,Karwar,823512.02,Transfer,812,2,23,14,91,Fraud
07:15,23162.87,21241,1,Kolkata,Kolkata,312993.74,Transfer,568,1,7,3,8,Normal
19:04,14293.55,19433,3,Bidar,Bidar,266887.37,Withdrawal,907,1,19,3,5,Normal
00:42,764057.4,20691,11,Bellary,Bidar,1708393.81,Transfer,930,3,0,23,100,Fraud
10:29,4660.29,5786,3,Chandigarh,Hyderabad,101669.72,Transfer,1146,1,10,1,23,Normal
03:10,602056.9,17981,8,Bagalkot,Mysuru,1429109.24,Transfer,878,3,3,13,100,Fraud
22:06,24250.73,22302,1,Chandigarh,Noida,322208.03,Deposit,957,1,22,1,15,Normal
00:24,742460.69,22113,8,Surat,Lucknow,1438685.91,Transfer,531,3,0,23,100,Fraud
02:08,333998.42,13509,10,Pune,Bidar,848387.9,Transfer,393,5,2,20,100,Fraud
03:42,668162.44,21543,5,Bellary,Gulbarga,1913659.14,Transfer,1199,5,3,13,100,Fraud
02:14,254025.37,8430,9,Bidar,Pune,735301.44,Transfer,14,3,2,15,100,Fraud
19:24,4710.18,4927,3,Surat,Surat,50615.17,Transfer,1085,1,19,1,8,Normal
00:32,291113.61,10826,11,Udupi,Bidar,558335.86,Withdrawal,837,5,0,23,100,Fraud
21:54,11510.89,11649,2,Mumbai,Mumbai,145149.83,Transfer,485,1,21,5,8,Normal
23:11,231182.0,21719,11,Chitradurga,Bengaluru,522316.33,Transfer,58,4,23,16,100,Fraud
18:26,18496.11,22281,3,Belagavi,Belagavi,331307.71,Transfer,856,1,18,1,8,Normal
00:02,160348.71,18462,8,Karwar,Bengaluru,276288.51,Transfer,412,8,0,15,100,Fraud
02:27,372991.68,16063,11,Chandigarh,Chennai,483046.47,Transfer,618,4,2,9,100,Fraud
00:23,410443.13,19568,10,Bellary,Shimoga,507889.25,Transfer,1096,4,0,24,100,Fraud
23:31,176048.51,13625,8,Bellary,Patna,266271.38,Withdrawal,498,6,23,24,100,Fraud
02:12,110828.99,8404,8,Bellary,Belagavi,137121.3,Transfer,643,2,2,20,100,Fraud
11:15,10268.25,15636,3,Mumbai,Mumbai,318796.28,Transfer,294,0,11,4,8,Normal
01:07,125742.0,5392,10,Bellary,Chandigarh,342251.47,Transfer,914,8,1,17,100,Fraud
19:20,14151.98,13419,2,Manipal,Manipal,216703.27,Transfer,331,1,19,5,8,Normal
10:21,26169.69,20514,1,Gulbarga,Gulbarga,414591.16,Transfer,592,1,10,3,8,Normal
13:23,18980.39,19240,2,Pune,Pune,399262.64,Transfer,293,0,13,2,8,Normal
02:20,375990.6,24865,5,Mysuru,Noida,990915.66,Withdrawal,226,2,2,15,90,Fraud
12:24,13349.63,11309,2,Shimoga,Shimoga,222084.38,Deposit,55,1,12,5,8,Normal
02:03,324858.57,23799,10,Mumbai,Bagalkot,267949.22,Transfer,130,7,2,9,100,Fraud
02:01,47234.39,5463,9,Ahmedabad,Bidar,133078.98,Withdrawal,902,7,2,23,100,Fraud
14:21,9164.67,9749,2,Hassan,Hassan,166720.66,Transfer,1156,0,14,5,8,Normal
01:33,241955.01,18715,6,Vijayapura,Dharwad,408360.46,Transfer,830,4,1,21,100,Fraud
01:02,405897.67,20922,5,Dharwad,Vijayapura,574587.04,Transfer,1077,4,1,8,95,Fraud
00:36,131775.26,14462,8,Ahmedabad,Noida,356150.98,Transfer,232,8,0,15,100,Fraud
23:48,94724.37,3473,7,Ahmedabad,Pune,238384.22,Transfer,337,2,23,20,99,Fraud
13:39,24268.61,18739,1,Karwar,Vijayapura,272012.5,Deposit,166,0,13,2,15,Normal
14:58,11104.72,9502,2,Vijayapura,Vijayapura,218187.37,Transfer,20,0,14,4,23,Normal
00:25,894121.48,23420,5,Chitradurga,Mumbai,1753100.88,Transfer,1133,5,0,17,100,Fraud
10:18,7282.31,13452,1,Vijayapura,Vijayapura,161515.64,Transfer,318,0,10,4,8,Normal
15:42,9422.4,14039,1,Hyderabad,Hyderabad,119937.46,Deposit,836,1,15,1,0,Normal
07:37,10585.22,9976,1,Mumbai,Mumbai,96468.34,Deposit,596,1,7,5,0,Normal
21:22,14123.8,21713,2,Kolkata,Kolkata,306570.51,Deposit,1007,0,21,2,0,Normal
02:24,157916.82,7642,11,Bengaluru,Surat,468406.44,Transfer,676,3,2,10,100,Fraud
19:06,14748.35,15275,2,Shimoga,Shimoga,362959.59,Deposit,96,1,19,4,0,Normal
22:34,32256.56,24858,3,Delhi,Noida,536499.88,Transfer,687,0,22,4,23,Normal
00:58,115939.27,5948,9,Bidar,Delhi,265049.48,Transfer,262,3,0,11,100,Fraud
02:21,241622.68,13887,5,Hyderabad,Hassan,296768.56,Transfer,720,3,2,15,100,Fraud
17:19,10212.6,11453,2,Lucknow,Lucknow,94623.79,Deposit,101,0,17,4,0,Normal
02:09,53422.21,6676,11,Manipal,Delhi,122690.13,Transfer,1110,7,2,16,100,Fraud
17:47,14296.94,16287,3,Raichur,Raichur,211915.96,Deposit,236,0,17,2,0,Normal
01:53,487664.88,18782,9,Udupi,Belagavi,986056.33,Transfer,137,6,1,10,100,Fraud
17:50,10742.96,11729,1,Mumbai,Mumbai,182394.67,Transfer,597,1,17,4,8,Normal
17:44,6303.15,5211,1,Patna,Patna,80838.71,Transfer,710,0,17,3,8,Normal
03:49,274079.57,11848,5,Raichur,Chennai,792683.66,Transfer,1169,5,3,22,100,Fraud
14:03,17670.19,17015,2,Bidar,Bidar,370562.02,Withdrawal,1072,0,14,4,5,Normal
14:22,6099.18,5331,2,Bellary,Bellary,66166.03,Transfer,222,0,14,4,8,Normal
14:33,23040.3,15456,2,Chitradurga,Chitradurga,337808.82,Deposit,519,1,14,5,0,Normal
04:19,142402.53,5284,8,Chandigarh,Chitradurga,281634.69,Withdrawal,666,2,4,20,100,Fraud
07:39,15220.97,19189,3,Chennai,Chennai,295482.15,Transfer,435,1,7,3,8,Normal
21:19,16169.41,12412,2,Jaipur,Jaipur,235109.47,Withdrawal,774,0,21,3,5,Normal
12:56,9226.14,7760,3,Vijayapura,Kochi,63004.37,Transfer,421,0,12,1,23,Normal
15:22,34288.87,19364,2,Surat,Surat,456994.36,Transfer,149,0,15,5,8,Normal
02:06,468405.12,11790,9,Karwar,Hassan,1281526.88,Withdrawal,906,7,2,18,100,Fraud
21:00,8294.85,7722,1,Hubballi,Gulbarga,155173.08,Transfer,391,0,21,2,23,Normal
22:40,5923.67,10019,1,Chitradurga,Chitradurga,206957.42,Deposit,988,1,22,2,0,Normal
01:20,50275.84,3358,5,Manipal,Chandigarh,56760.97,Transfer,962,2,1,22,100,Fraud
03:46,81772.54,9065,8,Udupi,Patna,235445.32,Transfer,859,5,3,18,100,Fraud
01:02,57107.51,4328,8,Lucknow,Kochi,81276.12,Transfer,574,7,1,20,100,Fraud
02:56,454523.29,20116,8,Gulbarga,Delhi,1009053.51,Transfer,47,3,2,18,100,Fraud
03:45,454905.31,16378,11,Chitradurga,Shimoga,1167936.55,Transfer,256,6,3,24,100,Fraud
02:54,507332.94,18662,9,Lucknow,Jaipur,1416579.51,Withdrawal,541,2,2,22,100,Fraud
01:46,359578.82,15546,11,Hassan,Hubballi,694464.48,Transfer,1075,2,1,11,100,Fraud
13:53,3101.95,3193,2,Kochi,Kochi,30808.31,Transfer,856,1,13,1,8,Normal
02:33,79344.36,6764,6,Mysuru,Chennai,150371.97,Transfer,1052,6,2,24,100,Fraud
00:01,185051.67,6256,11,Bagalkot,Chandigarh,442389.51,Transfer,732,5,0,23,100,Fraud
23:14,902850.28,23160,6,Noida,Bengaluru,1830232.64,Withdrawal,22,4,23,11,100,Fraud
11:43,20834.12,17541,3,Shimoga,Shimoga,262113.86,Deposit,188,0,11,3,0,Normal
01:37,491885.37,14947,8,Karwar,Bellary,1267024.18,Transfer,431,3,1,13,100,Fraud
22:29,10965.55,10197,2,Ahmedabad,Ahmedabad,151850.33,Transfer,611,0,22,2,8,Normal
12:10,5631.16,6359,3,Bengaluru,Bengaluru,76045.37,Withdrawal,405,1,12,3,5,Normal
18:45,12413.78,13331,2,Bagalkot,Bagalkot,211347.03,Transfer,629,0,18,1,8,Normal
01:36,561493.6,15709,6,Chennai,Pune,1056207.91,Withdrawal,685,5,1,16,100,Fraud
03:49,788904.85,20480,9,Hassan,Surat,1060968.33,Transfer,117,8,3,9,100,Fraud
01:35,291291.12,8704,7,Shimoga,Hyderabad,564510.75,Transfer,25,2,1,19,100,Fraud
14:11,19513.09,21950,2,Karwar,Karwar,422750.73,Transfer,41,0,14,4,16,Normal
23:04,698169.07,24715,10,Chennai,Kochi,884516.7,Transfer,322,7,23,12,100,Fraud
00:17,278656.16,15907,9,Bidar,Hyderabad,777382.62,Withdrawal,495,2,0,11,98,Fraud
04:53,403167.21,18964,7,Chennai,Kochi,1089585.76,Transfer,323,5,4,11,100,Fraud
17:43,2391.4,2355,2,Kochi,Mumbai,46060.96,Withdrawal,581,0,17,4,20,Normal
18:17,4756.78,7005,3,Bengaluru,Bengaluru,117709.89,Withdrawal,989,1,18,1,5,Normal
10:05,12059.33,10872,2,Karwar,Karwar,174720.31,Deposit,277,0,10,5,0,Normal
03:54,194765.18,5885,6,Patna,Kochi,551986.33,Transfer,1003,3,3,17,100,Fraud
07:09,4559.11,4950,2,Raichur,Raichur,107693.96,Withdrawal,164,0,7,1,5,Normal
03:30,623928.63,17413,7,Bengaluru,Bellary,961456.62,Transfer,1149,4,3,17,100,Fraud
02:37,141161.21,4423,7,Ahmedabad,Noida,312473.48,Withdrawal,994,7,2,9,100,Fraud
11:40,2717.64,2617,2,Bengaluru,Bengaluru,60717.06,Transfer,1172,0,11,1,8,Normal
04:18,163007.14,4893,5,Delhi,Hyderabad,456051.2,Transfer,343,7,4,17,100,Fraud
18:37,14669.87,18495,2,Chitradurga,Chitradurga,334741.83,Transfer,407,1,18,5,8,Normal
19:29,2644.3,2532,1,Mysuru,Mysuru,30018.68,Deposit,456,1,19,3,0,Normal
00:34,48733.03,2559,8,Mumbai,Kolkata,133969.96,Transfer,46,7,0,20,100,Fraud
00:38,82522.2,9296,5,Shimoga,Raichur,102601.2,Transfer,438,4,0,21,100,Fraud
21:44,8730.79,7227,3,Hassan,Hassan,107471.79,Transfer,559,1,21,2,8,Normal
18:11,2349.31,2374,1,Hubballi,Chandigarh,40837.38,Deposit,517,0,18,3,15,Normal
23:00,192077.91,17747,9,Mysuru,Chitradurga,377090.67,Transfer,237,4,23,8,83,Fraud
14:47,28306.15,22835,1,Karwar,Karwar,662422.43,Deposit,394,1,14,2,0,Normal
01:40,336596.68,16115,7,Raichur,Noida,783825.49,Transfer,285,8,1,24,100,Fraud
00:23,105179.99,7455,8,Bidar,Hassan,218828.79,Transfer,710,4,0,8,100,Fraud
02:02,554413.33,24863,8,Patna,Kochi,1048252.12,Transfer,213,5,2,15,100,Fraud
04:00,447216.26,19694,10,Hyderabad,Pune,1283401.54,Transfer,622,8,4,17,100,Fraud
13:35,22580.43,21457,3,Bengaluru,Mumbai,560334.97,Transfer,500,0,13,2,23,Normal
14:43,20193.91,24579,1,Kolkata,Kolkata,381145.11,Transfer,766,1,14,1,8,Normal
23:16,287019.83,24884,5,Bengaluru,Chennai,301941.98,Transfer,805,8,23,9,83,Fraud
01:01,953571.07,24311,5,Belagavi,Raichur,1761395.39,Transfer,981,6,1,22,100,Fraud
23:35,933655.29,24951,11,Delhi,Bellary,2574267.06,Withdrawal,629,8,23,17,100,Fraud
08:27,28940.94,22106,1,Belagavi,Belagavi,201647.67,Transfer,563,1,8,5,8,Normal
16:43,10991.0,19260,1,Bagalkot,Bagalkot,427296.11,Deposit,480,1,16,3,0,Normal
10:00,11527.26,13629,1,Udupi,Udupi,353601.53,Deposit,1174,1,10,5,0,Normal
16:42,4296.0,4040,1,Belagavi,Hyderabad,71279.35,Transfer,289,0,16,1,23,Normal
04:33,404052.65,12046,6,Delhi,Gulbarga,1005264.62,Transfer,45,3,4,8,100,Fraud
07:02,14332.62,13441,2,Belagavi,Belagavi,301959.55,Deposit,505,0,7,3,0,Normal
20:31,18590.48,17033,2,Patna,Patna,488037.84,Transfer,610,1,20,5,8,Normal
02:52,630155.41,18512,9,Belagavi,Mysuru,1031286.11,Transfer,1199,6,2,23,100,Fraud
14:25,2307.86,6565,1,Jaipur,Jaipur,171126.18,Deposit,854,0,14,2,0,Normal
01:31,451667.75,11541,8,Ahmedabad,Karwar,1280401.95,Withdrawal,1142,7,1,14,100,Fraud
17:14,14231.09,11817,1,Mumbai,Mumbai,136922.48,Withdrawal,936,1,17,1,5,Normal
00:47,258629.97,19777,6,Hyderabad,Bagalkot,268715.06,Withdrawal,1096,2,0,8,88,Fraud
02:30,338845.68,20412,10,Surat,Hassan,676572.98,Transfer,366,7,2,14,100,Fraud
02:26,401269.34,19313,5,Pune,Hyderabad,1127072.7,Transfer,850,6,2,10,100,Fraud
11:26,28110.08,22832,1,Chandigarh,Chandigarh,600347.22,Transfer,1123,0,11,2,8,Normal
16:39,7603.76,8663,3,Dharwad,Dharwad,78146.43,Withdrawal,254,0,16,2,5,Normal
00:12,309370.49,8372,7,Patna,Manipal,728166.34,Transfer,975,8,0,21,100,Fraud
03:26,154217.25,4381,5,Mumbai,Noida,364606.4,Transfer,330,5,3,16,100,Fraud
00:50,287764.17,18941,11,Hassan,Udupi,709874.14,Transfer,613,7,0,23,100,Fraud
10:20,9209.04,7866,3,Bidar,Bidar,162721.91,Transfer,1124,1,10,2,8,Normal
00:55,89305.49,6694,9,Bengaluru,Vijayapura,58699.7,Transfer,712,5,0,10,100,Fraud
16:31,2553.18,3985,1,Mysuru,Mysuru,112049.93,Transfer,837,1,16,2,8,Normal
15:18,6529.06,12147,1,Hyderabad,Hyderabad,153148.85,Deposit,608,0,15,2,0,Normal
04:53,67473.45,2345,11,Belagavi,Jaipur,182183.1,Transfer,1085,2,4,17,100,Fraud
12:21,24379.7,21601,2,Udupi,Udupi,293488.24,Deposit,987,0,12,5,0,Normal
07:02,19257.74,24866,1,Karwar,Karwar,545454.99,Deposit,896,1,7,5,0,Normal
01:02,943769.86,23850,9,Patna,Lucknow,2193750.89,Transfer,462,2,1,14,100,Fraud
02:01,438938.3,17186,10,Manipal,Mysuru,886272.2,Transfer,57,2,2,21,100,Fraud
03:00,144451.22,6550,11,Belagavi,Shimoga,330359.45,Withdrawal,703,5,3,15,100,Fraud
22:02,30054.43,23268,3,Noida,Noida,205590.69,Deposit,962,1,22,3,0,Normal
09:35,7521.22,7537,2,Ahmedabad,Ahmedabad,110995.29,Deposit,560,1,9,5,0,Normal
00:56,476983.2,18388,11,Patna,Mysuru,1040499.35,Withdrawal,393,6,0,8,100,Fraud
02:14,535534.92,23842,11,Bellary,Chitradurga,983593.88,Transfer,841,2,2,16,100,Fraud
11:48,14494.77,18207,1,Udupi,Udupi,273442.56,Transfer,129,1,11,3,8,Normal
00:15,136137.46,8288,8,Chitradurga,Jaipur,221183.33,Transfer,710,6,0,17,100,Fraud
01:01,295199.06,10725,10,Ahmedabad,Kolkata,438418.51,Withdrawal,458,5,1,18,100,Fraud
00:24,323397.1,22352,8,Bagalkot,Mumbai,243690.67,Transfer,63,8,0,15,100,Fraud
13:42,15809.77,17884,3,Raichur,Raichur,224445.08,Deposit,401,1,13,5,0,Normal
02:37,707827.26,23834,10,Mysuru,Surat,1470018.32,Transfer,12,3,2,20,100,Fraud
10:45,2987.27,2026,2,Patna,Patna,32628.04,Transfer,222,1,10,4,8,Normal
00:02,505445.29,17252,6,Patna,Bellary,775235.7,Transfer,1169,7,0,9,100,Fraud
04:55,51472.63,2126,10,Hubballi,Chitradurga,103021.48,Withdrawal,910,3,4,14,100,Fraud
13:28,6055.19,5649,3,Mumbai,Mumbai,97385.7,Deposit,632,1,13,3,0,Normal
08:51,11656.21,12511,1,Chandigarh,Chandigarh,175102.52,Deposit,844,1,8,2,0,Normal
08:32,8793.09,9748,2,Mysuru,Mysuru,95559.55,Transfer,809,1,8,2,8,Normal
00:19,70861.14,2979,5,Kochi,Bagalkot,153996.98,Transfer,1072,5,0,21,100,Fraud
18:14,18432.42,23748,2,Bengaluru,Bengaluru,348658.9,Withdrawal,257,0,18,2,5,Normal
04:07,569784.18,19022,5,Hassan,Bengaluru,1135254.62,Transfer,996,7,4,21,100,Fraud
12:17,28512.54,22382,3,Patna,Patna,538594.55,Deposit,910,1,12,4,0,Normal
02:14,40852.56,4245,11,Chennai,Bengaluru,62346.44,Withdrawal,890,5,2,17,100,Fraud
17:40,11049.74,22509,3,Hubballi,Hubballi,352930.55,Deposit,836,0,17,5,0,Normal
21:40,17543.34,11217,2,Kolkata,Kolkata,115356.15,Transfer,794,0,21,5,8,Normal
15:37,13722.33,15819,1,Kochi,Chandigarh,441102.75,Deposit,984,1,15,4,15,Normal
03:03,659602.23,16960,11,Bidar,Raichur,1299628.35,Transfer,1020,7,3,15,100,Fraud
19:12,6110.65,6003,3,Kochi,Kochi,118773.49,Transfer,1168,1,19,5,8,Normal
08:21,11505.85,11322,2,Manipal,Manipal,287629.44,Deposit,92,1,8,1,0,Normal
18:23,6638.01,6019,2,Pune,Pune,62381.94,Transfer,1146,0,18,2,8,Normal
00:59,92997.2,11281,6,Manipal,Dharwad,183934.05,Transfer,301,6,0,16,100,Fraud
10:58,3090.31,2620,1,Chandigarh,Chandigarh,44149.37,Transfer,1142,1,10,5,8,Normal
22:19,5777.78,8479,2,Bagalkot,Bagalkot,236529.32,Transfer,848,0,22,4,8,Normal
02:13,201679.04,13833,5,Gulbarga,Belagavi,164339.85,Transfer,640,7,2,24,100,Fraud
18:05,10984.04,10006,1,Belagavi,Belagavi,151788.72,Transfer,378,0,18,2,8,Normal
18:52,10598.64,8347,1,Bagalkot,Kochi,193907.3,Deposit,447,0,18,3,15,Normal
16:55,12155.53,15115,2,Shimoga,Shimoga,423425.66,Transfer,137,1,16,2,8,Normal
00:50,119319.7,6011,7,Belagavi,Jaipur,259974.71,Transfer,533,3,0,17,100,Fraud
11:57,5044.17,4047,1,Kolkata,Kolkata,83873.02,Transfer,864,1,11,1,8,Normal
03:19,214442.08,11255,7,Bidar,Hassan,321572.79,Transfer,948,6,3,19,100,Fraud
15:23,28232.53,23257,2,Bagalkot,Bagalkot,464081.68,Transfer,447,1,15,4,8,Normal
00:38,428306.44,14265,9,Karwar,Delhi,1230706.58,Transfer,10,6,0,14,100,Fraud
18:48,26908.86,22241,2,Dharwad,Dharwad,512207.88,Transfer,1018,0,18,3,8,Normal
09:46,7274.04,9738,3,Hassan,Hassan,174859.73,Transfer,454,1,9,4,8,Normal
00:31,538312.43,16503,9,Karwar,Bengaluru,1599820.95,Transfer,526,3,0,17,100,Fraud
07:53,13967.05,21187,3,Udupi,Udupi,568155.51,Deposit,1193,0,7,2,0,Normal
01:57,549839.52,14959,6,Vijayapura,Karwar,1543314.21,Withdrawal,517,8,1,21,100,Fraud
01:07,364987.85,14088,7,Udupi,Surat,1048093.99,Transfer,685,8,1,12,100,Fraud
00:59,49701.71,2602,6,Manipal,Pune,60854.16,Transfer,66,3,0,8,100,Fraud
11:11,9229.63,14050,2,Kolkata,Kolkata,163291.32,Deposit,550,1,11,3,0,Normal
02:26,276095.38,13201,10,Dharwad,Bellary,608117.53,Transfer,545,5,2,13,100,Fraud
15:42,20984.46,20789,3,Bellary,Bellary,590930.52,Transfer,1079,0,15,1,8,Normal
10:36,27586.62,22652,1,Belagavi,Belagavi,405644.29,Transfer,48,1,10,5,16,Normal
18:00,4750.25,2953,2,Patna,Patna,58767.96,Transfer,344,1,18,4,8,Normal
08:35,7638.99,5509,3,Pune,Pune,84469.58,Deposit,81,0,8,1,8,Normal
04:27,591808.29,15607,11,Gulbarga,Mysuru,1769654.44,Withdrawal,587,3,4,9,100,Fraud
01:08,722788.49,19294,6,Hassan,Bengaluru,2147732.87,Transfer,884,4,1,23,100,Fraud
08:35,4545.54,3569,2,Gulbarga,Gulbarga,37555.49,Transfer,618,0,8,3,8,Normal
01:53,217943.68,14656,7,Chandigarh,Noida,296942.19,Transfer,195,3,1,14,100,Fraud
21:06,1946.6,2451,2,Hassan,Hassan,52145.79,Transfer,515,1,21,5,8,Normal
00:21,390840.89,12557,5,Chennai,Dharwad,884045.45,Transfer,243,4,0,12,100,Fraud
00:35,102606.27,3977,8,Noida,Bagalkot,276182.79,Transfer,721,2,0,12,100,Fraud
03:31,661494.15,24093,8,Pune,Mysuru,1482329.07,Withdrawal,1171,7,3,23,100,Fraud
14:36,14273.9,12253,3,Hyderabad,Hyderabad,239229.37,Transfer,200,1,14,3,8,Normal
01:35,557897.31,16791,9,Surat,Chitradurga,758621.29,Withdrawal,1116,3,1,20,100,Fraud
00:37,217574.6,10076,7,Lucknow,Hubballi,390334.04,Transfer,64,6,0,8,100,Fraud
01:35,277491.62,21193,7,Kolkata,Noida,333964.65,Transfer,891,6,1,17,100,Fraud
01:52,230597.77,9279,10,Udupi,Kolkata,354539.12,Transfer,766,4,1,10,100,Fraud
11:58,17827.04,16687,3,Bengaluru,Bengaluru,345083.75,Transfer,25,1,11,5,23,Normal
00:15,331444.84,15544,10,Patna,Vijayapura,719222.1,Transfer,907,2,0,8,100,Fraud
23:38,353802.54,24755,5,Bengaluru,Kolkata,205747.68,Transfer,767,7,23,21,100,Fraud
02:21,599053.5,20826,11,Vijayapura,Hyderabad,1464854.63,Transfer,69,6,2,16,100,Fraud
22:15,5536.12,5942,3,Surat,Surat,84808.04,Deposit,1064,0,22,2,0,Normal
23:47,668795.64,21986,9,Gulbarga,Patna,1241613.32,Transfer,591,3,23,16,100,Fraud
07:11,14016.25,11315,1,Noida,Mumbai,194235.42,Withdrawal,647,0,7,2,20,Normal
00:12,708687.52,22958,11,Ahmedabad,Gulbarga,1167238.37,Transfer,1140,5,0,11,100,Fraud
14:07,15592.38,17031,1,Lucknow,Lucknow,490993.3,Deposit,254,1,14,3,0,Normal
00:58,771352.98,23842,7,Shimoga,Jaipur,1050338.06,Withdrawal,800,3,0,20,100,Fraud
01:47,632564.27,24343,9,Patna,Mysuru,1038383.99,Transfer,912,8,1,17,100,Fraud
03:14,212125.73,22061,5,Chandigarh,Mysuru,240590.41,Transfer,1130,7,3,15,100,Fraud
08:07,11873.41,10499,3,Kolkata,Kolkata,174037.1,Deposit,1168,1,8,5,0,Normal
08:21,24561.66,21326,2,Chitradurga,Chitradurga,298753.62,Deposit,941,1,8,5,0,Normal
00:23,49112.04,3978,7,Patna,Dharwad,37178.84,Transfer,92,7,0,15,100,Fraud
